claimId,date,carCompany,carModel,licensePlate,numOfPhoto
46856,2024-03-15,HYUNDAI,ACCENT,15K06350,19
46855,2024-03-15,HONDA,CIVIC,86A18235,8
46854,2024-03-15,KIA,K3,17A28658,4
46853,2024-03-15,SUZUKI,XL7,50E01171,4
46852,2024-03-15,HYUNDAI,ACCENT,30G92908,6
46851,2024-03-15,MAZDA,3,35A25326,5
46850,2024-03-15,KIA,MORNING,35A27727,6
46849,2024-03-15,CHENGLONG,H7,89R01404,5
46848,2024-03-15,TOYOTA,RAIZE,38A50220,9
46847,2024-03-15,KIA,K5,17A28018,6
46846,2024-03-15,MAZDA,CX3,78A12441,6
46844,2024-03-15,FORD,TERRITORY,17A33731,5
46842,2024-03-15,CNHTC,HOWO,37H03099,10
46841,2024-03-15,HYUNDAI,ACCENT,35A21204,5
46839,2024-03-15,HYUNDAI,ACCENT,37A86390,13
46838,2024-03-15,HYUNDAI,SANTAFE,30H48760,5
46837,2024-03-15,MITSUBISHI,XPANDER,18E00489,16
46836,2024-03-15,VEAM,,47H03143,6
46835,2024-03-15,NISSAN,ALMERA,30K29060,6
46833,2024-03-15,FORD,RANGER,29H21864,4
46832,2024-03-15,HYUNDAI,ACCENT,71E00031,8
46831,2024-03-15,MITSUBISHI,XPANDER,83A14823,4
46830,2024-03-15,VINFAST,FADIL,51H46279,11
46828,2024-03-15,,,70R01804,9
46874,2024-03-15,KIA,,79A45282,5
46358,2024-03-15,MITSUBISHI,XPANDER,30H90031,7
46350,2024-03-15,ISUZU,,67C12599,12
46349,2024-03-15,HYUNDAI,CRETA,15K10111,4
46348,2024-03-15,HYUNDAI,ACCENT,60K06810,5
46347,2024-03-15,TOYOTA,VIOS,60K08216,8
46581,2024-03-15,KIA,,29H72699,11
46827,2024-03-15,MITSUBISHI,XPANDER,68A22809,5
46824,2024-03-15,TOYOTA,AVANZA,75A29253,4
46823,2024-03-15,CNHTC,SITRAK,70H01377,7
46822,2024-03-15,NISSAN,ALMERA,20A56178,6
46821,2024-03-15,HYUNDAI,,88C24884,23
46820,2024-03-15,TOYOTA,VIOS,51K18283,11
46818,2024-03-15,HYUNDAI,SANTAFE,64A14512,11
46815,2024-03-15,VINFAST,LUX SA 2.0,30G14965,10
46814,2024-03-15,MITSUBISHI,ATTRAGE,94E00296,4
46813,2024-03-15,HONDA,CITY,64A14575,6
46812,2024-03-15,FORD,RANGER,28C07822,4
46811,2024-03-15,,,89R01775,10
46809,2024-03-15,FORD,RANGER,51D80661,16
46807,2024-03-15,MITSUBISHI,XPANDER,30G93749,4
46806,2024-03-15,HYUNDAI,ACCENT,17A33798,4
46805,2024-03-15,CNHTC,SITRAK,36H04310,23
46795,2024-03-15,HYUNDAI,ACCENT,90A17379,4
46793,2024-03-15,KIA,CERATO,88A44118,4
46792,2024-03-15,FORD,EVEREST,30F98407,4
46791,2024-03-15,MG,ZS,51K19443,4
46788,2024-03-15,MITSUBISHI,XPANDER,15K09636,5
46787,2024-03-15,MG,5,62A33318,15
46784,2024-03-15,MAZDA,3,35A27179,10
46783,2024-03-15,ISUZU,FORWARD,18C06582,6
46780,2024-03-15,HYUNDAI,,68H03090,4
46777,2024-03-15,TOYOTA,VIOS,66A15772,14
46776,2024-03-15,MITSUBISHI,ATTRAGE,64E00279,6
46773,2024-03-15,KIA,SELTOS,74A21304,5
46770,2024-03-15,TOYOTA,VELOZ CROSS,60K29266,5
46767,2024-03-15,TOYOTA,VIOS,88A57557,6
46765,2024-03-15,FORD,RANGER,12C10899,5
46753,2024-03-15,FORD,ECOSPORT,93A30647,6
46752,2024-03-15,KIA,MORNING,71A12667,10
46751,2024-03-15,KIA,K3,36A75530,4
46750,2024-03-15,MITSUBISHI,XPANDER,50E09845,6
46749,2024-03-15,HYUNDAI,,51D29942,9
46748,2024-03-15,TOYOTA,CAMRY,30H47939,4
46747,2024-03-15,MITSUBISHI,XPANDER,30H61048,4
46746,2024-03-15,MITSUBISHI,XPANDER,62A26537,5
46745,2024-03-15,TOYOTA,VIOS,65A32002,5
46744,2024-03-15,MG,ZS,30H58451,4
46743,2024-03-15,MITSUBISHI,XPANDER,65A28756,8
46735,2024-03-15,MAZDA,3,77A16075,8
46732,2024-03-15,KIA,SELTOS,30H50450,6
46728,2024-03-15,JAC,,47H03145,11
46727,2024-03-15,HYUNDAI,I10,62A26951,5
46726,2024-03-15,NISSAN,ALMERA,51K63251,7
46725,2024-03-15,VINFAST,FADIL,67A19572,4
46720,2024-03-15,KIA,SEDONA,15A82029,6
46718,2024-03-15,CHENGLONG,H7,15E01347,4
46717,2024-03-15,CHENGLONG,H7,63H03304,4
46716,2024-03-15,FORD,,17A22462,4
46714,2024-03-15,MAZDA,CX8,30H54311,4
46713,2024-03-15,HYUNDAI,ACCENT,50E03587,6
46709,2024-03-15,KIA,,18C13398,8
46708,2024-03-15,HYUNDAI,ACCENT,49A39607,5
46705,2024-03-15,MITSUBISHI,XPANDER,62E00111,5
46704,2024-03-15,HYUNDAI,SANTAFE,86A16026,4
46702,2024-03-15,MITSUBISHI,TRITON,37C44928,4
46700,2024-03-15,CNHTC,HOWO,89H03206,8
46698,2024-03-15,HONDA,CITY,67A23159,5
46689,2024-03-15,HYUNDAI,TUCSON,30G92249,4
46688,2024-03-15,HYUNDAI,ACCENT,70A42160,5
46685,2024-03-15,FOTON,OLLIN,28C08882,5
46684,2024-03-15,KIA,CARNIVAL,98A58763,4
46683,2024-03-15,MITSUBISHI,XPANDER,67E00066,7
46678,2024-03-15,HYUNDAI,ELANTRA,51K53067,8
46675,2024-03-15,KIA,K3,30H62100,5
46670,2024-03-15,TOYOTA,COROLLA ALTIS,30H49901,4
46642,2024-03-15,SUZUKI,SWIFT,48A11432,11
46641,2024-03-15,NISSAN,ALMERA,30H49821,5
46640,2024-03-15,,,67H03076,2
46639,2024-03-15,FOTON,OLLIN,19H04032,4
46864,2024-03-15,HYUNDAI,ACCENT,19A28802,12
46633,2024-03-15,VINFAST,LUX SA 2.0,61K04270,4
46863,2024-03-15,CNHTC,HOWO,89H03126,4
46860,2024-03-15,MAZDA,CX5,18A26111,5
46859,2024-03-15,SUZUKI,XL7,47A50447,5
46858,2024-03-15,HYUNDAI,ACCENT,72A57308,7
46857,2024-03-15,HYUNDAI,ACCENT,74A17518,6
46875,2024-03-16,HYUNDAI,ACCENT,62A17339,24
46912,2024-03-16,MITSUBISHI,ATTRAGE,88A57745,5
46913,2024-03-16,FORD,TERRITORY,30K07670,5
46914,2024-03-16,HYUNDAI,ACCENT,37A98466,7
46915,2024-03-16,HYUNDAI,ACCENT,93A31530,7
46916,2024-03-16,MITSUBISHI,XPANDER,20A65283,4
46917,2024-03-16,ISUZU,,30K28398,13
46918,2024-03-16,MITSUBISHI,XPANDER,77E00150,4
46919,2024-03-16,HYUNDAI,ACCENT,62A25557,5
46920,2024-03-16,MITSUBISHI,ATTRAGE,79E00602,9
46921,2024-03-16,HONDA,CIVIC,99A61853,4
46922,2024-03-16,MAZDA,2,83A13924,4
46923,2024-03-16,FORD,EXPLORER,34A54787,7
46924,2024-03-16,HONDA,HR-V,30G03798,4
46926,2024-03-16,FORD,RANGER,29H60841,6
46928,2024-03-16,HYUNDAI,ELANTRA,63A20851,4
46933,2024-03-16,SUZUKI,ERTIGA,83A15581,5
46936,2024-03-16,MG,ZS,30H22920,9
46938,2024-03-16,MITSUBISHI,XPANDER,73A25818,12
46939,2024-03-16,TOYOTA,VIOS,66A17187,4
46940,2024-03-16,FORD,RANGER,60C60837,6
46941,2024-03-16,HYUNDAI,ELANTRA,30G76417,4
46942,2024-03-16,MAZDA,CX5,15A65562,9
46943,2024-03-16,VINFAST,FADIL,48A13730,11
46946,2024-03-16,HYUNDAI,ACCENT,15A94602,10
46947,2024-03-16,VINFAST,LUX SA 2.0,30G14965,5
46948,2024-03-16,MAZDA,CX5,37A56812,4
46949,2024-03-16,HYUNDAI,TUCSON,95A09075,8
46950,2024-03-16,CNHTC,HOWO,36H04382,10
46911,2024-03-16,CHEVROLET,COLORADO,98C22185,4
46951,2024-03-16,HYUNDAI,TUCSON,15A94631,4
46903,2024-03-16,MERCEDES-BENZ,GLE,70A34790,9
46902,2024-03-16,,,73R00951,8
46901,2024-03-16,HYUNDAI,ACCENT,83E00030,4
46900,2024-03-16,HYUNDAI,I10,60K08797,4
46899,2024-03-16,MITSUBISHI,ATTRAGE,95A09929,5
46898,2024-03-16,TOYOTA,VIOS,99A44037,10
46897,2024-03-16,CHENGLONG,H7,36H05469,8
46896,2024-03-16,MITSUBISHI,XPANDER,30G07562,8
46895,2024-03-16,HYUNDAI,ACCENT,28A13977,4
46894,2024-03-16,VINFAST,LUX SA 2.0,30G85648,4
46893,2024-03-16,SUZUKI,,20C20354,6
46892,2024-03-16,MITSUBISHI,ATTRAGE,73A28713,5
46891,2024-03-16,TOYOTA,WIGO,30G93759,6
46890,2024-03-16,HYUNDAI,,67C15565,15
46889,2024-03-16,VINFAST,,12A18120,4
46888,2024-03-16,FORD,EVEREST,47A39501,4
46887,2024-03-16,FORD,RANGER,14C36556,4
46886,2024-03-16,,,77R03448,4
46885,2024-03-16,HONDA,CITY,51K18815,6
46884,2024-03-16,TOYOTA,CAMRY,62A26256,7
46883,2024-03-16,FORD,ECOSPORT,28A03807,7
46882,2024-03-16,CNHTC,TMT HOWO,98H00465,6
46881,2024-03-16,HYUNDAI,ELANTRA,62A22750,4
46880,2024-03-16,MITSUBISHI,TRITON,50E09597,5
46879,2024-03-16,FORD,RANGER,26C10504,7
46878,2024-03-16,HYUNDAI,ACCENT,73A24379,4
46877,2024-03-16,HYUNDAI,TUCSON,88A48561,7
46876,2024-03-16,HYUNDAI,ACCENT,62E00400,4
46966,2024-03-16,MG,ZS,93A31477,8
46965,2024-03-16,HYUNDAI,SANTAFE,30H45938,12
46964,2024-03-16,HYUNDAI,ACCENT,68A22760,11
46963,2024-03-16,MITSUBISHI,OUTLANDER,61K21656,9
46962,2024-03-16,TOYOTA,VIOS,95A08143,4
46961,2024-03-16,HYUNDAI,,17A33894,5
46958,2024-03-16,HYUNDAI,,62H02612,5
46953,2024-03-16,MITSUBISHI,TRITON,51H81065,6
46955,2024-03-16,DONGBEN,,65C19294,4
46956,2024-03-16,HYUNDAI,ACCENT,79E00097,4
46910,2024-03-16,MAZDA,3,75A20849,5
46909,2024-03-16,HYUNDAI,I10,65A32174,6
46908,2024-03-16,FORD,RANGER,15C41839,6
46907,2024-03-16,FAW,,90H02215,12
46906,2024-03-16,KIA,,43C23500,5
46905,2024-03-16,FORD,TERRITORY,30K12594,7
46904,2024-03-16,MITSUBISHI,XPANDER,50E08524,6
47092,2024-03-17,MITSUBISHI,XPANDER,51K63723,5
47089,2024-03-17,MITSUBISHI,ATTRAGE,69A10570,4
47088,2024-03-17,TOYOTA,RAIZE,37K11960,5
47085,2024-03-17,HYUNDAI,I10,30K24203,5
47083,2024-03-17,HYUNDAI,ACCENT,51H84912,4
47079,2024-03-17,MITSUBISHI,XPANDER,94E00020,5
47076,2024-03-17,HYUNDAI,ACCENT,73A22909,4
47075,2024-03-17,HYUNDAI,ACCENT,36A61626,6
47071,2024-03-17,FORD,RANGER,19C19160,8
47070,2024-03-17,MERCEDES-BENZ,C-CLASS,75A25402,17
47069,2024-03-17,TOYOTA,FORTUNER,68A22444,5
47063,2024-03-17,SUZUKI,XL7,51H69002,4
47062,2024-03-17,MERCEDES-BENZ,GLC,30H55544,4
47061,2024-03-17,CNHTC,HOWO,92C19893,11
47060,2024-03-17,MITSUBISHI,XPANDER,18A32460,4
47057,2024-03-17,HYUNDAI,ACCENT,86A24579,6
47056,2024-03-17,HYUNDAI,I10,50E02305,4
47055,2024-03-17,MITSUBISHI,XPANDER,29E01467,7
47054,2024-03-17,SUZUKI,,83H00638,4
47053,2024-03-17,SUZUKI,ERTIGA,60K01906,8
47052,2024-03-17,SUZUKI,XL7,67A19441,8
47097,2024-03-17,HYUNDAI,I10,19A42605,18
47109,2024-03-17,HYUNDAI,TUCSON,30G57663,5
47110,2024-03-17,HYUNDAI,STARGAZER,60K22438,12
47100,2024-03-17,HYUNDAI,CRETA,15K03258,7
47106,2024-03-17,FORD,RANGER,49C27295,12
47107,2024-03-17,HYUNDAI,ACCENT,69A10524,4
47108,2024-03-17,KIA,SOLUTO,73A28871,8
47137,2024-03-18,MITSUBISHI,ATTRAGE,99A62436,6
48661,2024-03-18,SUZUKI,XL7,20A55848,13
47959,2024-03-18,,,NA,4
47958,2024-03-18,ISUZU,,24C13371,8
47957,2024-03-18,,,NA,4
47956,2024-03-18,HYUNDAI,ACCENT,17A14729,11
47955,2024-03-18,,,NA,4
47954,2024-03-18,HYUNDAI,I10,79A38135,6
47953,2024-03-18,MG,5,65A32449,4
47952,2024-03-18,MAZDA,3,75A25559,5
47951,2024-03-18,KIA,K3,15A93955,5
47950,2024-03-18,HONDA,CR-V,38A46988,11
47949,2024-03-18,JAC,N900,83H00644,11
47948,2024-03-18,KIA,,83H00522,27
47947,2024-03-18,VINFAST,LUX A 2.0,60K09449,4
47946,2024-03-18,HYUNDAI,ACCENT,68A22760,4
47945,2024-03-18,HONDA,CR-V,51K24013,6
47944,2024-03-18,TOYOTA,INNOVA,18A20558,5
47943,2024-03-18,,,NA,4
47942,2024-03-18,,,NA,4
47941,2024-03-18,MERCEDES-BENZ,G-CLASS,60K26030,6
47940,2024-03-18,FORD,ECOSPORT,15A37148,20
47939,2024-03-18,CNHTC,HOWO,47R00622,11
47938,2024-03-18,SUZUKI,ERTIGA,51K20452,5
47937,2024-03-18,HONDA,CITY,51K17653,14
47936,2024-03-18,HINO,500,61H09748,9
47473,2024-03-18,TOYOTA,VIOS,18A28760,29
47376,2024-03-18,CNHTC,SITRAK,35H02640,4
47351,2024-03-18,CNHTC,HOWO,47H03104,10
47350,2024-03-18,MAZDA,6,30H94245,4
47349,2024-03-18,HYUNDAI,ACCENT,48A13646,11
47348,2024-03-18,MITSUBISHI,XPANDER,50E05733,9
47347,2024-03-18,KIA,SELTOS,79A37429,5
47345,2024-03-18,TOYOTA,VELOZ CROSS,66A21348,5
47344,2024-03-18,NISSAN,NAVARA,12C09005,4
47343,2024-03-18,MAZDA,CX5,49A56417,6
47341,2024-03-18,CNHTC,HOWO,20C25230,5
47340,2024-03-18,VINFAST,FADIL,30H62169,5
47339,2024-03-18,HYUNDAI,ACCENT,49A47387,4
47338,2024-03-18,HYUNDAI,ACCENT,20A32012,4
47337,2024-03-18,HYUNDAI,ACCENT,99A60660,10
47336,2024-03-18,FORD,RANGER,81C22300,4
47334,2024-03-18,MITSUBISHI,XPANDER,83A12674,11
47332,2024-03-18,MAZDA,2,61K19523,4
47325,2024-03-18,HYUNDAI,TUCSON,51K18923,7
47324,2024-03-18,CHENGLONG,,20C20526,8
47323,2024-03-18,HYUNDAI,ACCENT,51K17938,4
47322,2024-03-18,JAC,N650,85H00311,9
47321,2024-03-18,HYUNDAI,SANTAFE,34A82290,4
47320,2024-03-18,VINFAST,LUX A 2.0,38A32702,4
47319,2024-03-18,JAC,N650,68H09991,13
47318,2024-03-18,TOYOTA,CAMRY,73A28565,5
47317,2024-03-18,,,21R00471,4
47316,2024-03-18,FORD,RANGER,73C15280,4
47315,2024-03-18,TOYOTA,CAMRY,51K22166,4
47314,2024-03-18,VINFAST,FADIL,99A52341,8
47313,2024-03-18,MITSUBISHI,TRITON,29H59210,4
47312,2024-03-18,HYUNDAI,ACCENT,50E05661,5
47310,2024-03-18,MITSUBISHI,XPANDER,66A21636,6
47309,2024-03-18,HONDA,CIVIC,51K19064,4
47308,2024-03-18,,,98R02356,8
47307,2024-03-18,MITSUBISHI,ATTRAGE,49E01595,4
47306,2024-03-18,CHENGLONG,H7,98H02193,10
47305,2024-03-18,FORD,EVEREST,99A59231,6
47304,2024-03-18,VINFAST,,28A19377,4
47303,2024-03-18,DONGFENG,,36C22687,7
47301,2024-03-18,FORD,RANGER,29H63787,4
47300,2024-03-18,HYUNDAI,KONA,65A32175,4
47297,2024-03-18,HYUNDAI,I10,60K24571,7
47296,2024-03-18,HYUNDAI,I10,38A18647,10
47295,2024-03-18,CNHTC,SITRAK,98C28915,4
47293,2024-03-18,MAZDA,6,15A94945,13
47290,2024-03-18,MITSUBISHI,ATTRAGE,30H59249,6
47287,2024-03-18,FORD,RANGER,74C11880,4
47286,2024-03-18,MITSUBISHI,XPANDER,71A12589,10
47285,2024-03-18,HYUNDAI,I10,50E02375,6
47284,2024-03-18,,,NA,5
47283,2024-03-18,HONDA,CITY,14A62344,4
47281,2024-03-18,CNHTC,SITRAK,98R02539,17
47280,2024-03-18,MG,ZS,14A64612,5
47278,2024-03-18,AUDI,A4,30E78098,7
47277,2024-03-18,PEUGEOT,2008,73A24828,4
47270,2024-03-18,MITSUBISHI,,64A14933,22
47269,2024-03-18,FORLAND,,12H00933,7
47268,2024-03-18,CNHTC,SITRAK,29H01109,22
47266,2024-03-18,HYUNDAI,I10,90A17261,4
47265,2024-03-18,VINFAST,LUX SA 2.0,30H52999,4
47264,2024-03-18,HYUNDAI,ACCENT,15K01474,4
47263,2024-03-18,MITSUBISHI,XPANDER,67A21785,5
47258,2024-03-18,HONDA,CITY,73A20133,6
47257,2024-03-18,TOYOTA,VIOS,62A17446,4
47254,2024-03-18,MERCEDES-BENZ,C-CLASS,30G10102,7
47253,2024-03-18,FORD,RANGER,14C39300,4
47249,2024-03-18,CNHTC,HOWO,89C28269,9
47248,2024-03-18,KIA,,17C14592,9
47247,2024-03-18,CNHTC,HOWO,89C28217,9
47236,2024-03-18,MAZDA,CX5,51K67006,7
47233,2024-03-18,CHENGLONG,H7,82H00006,25
47232,2024-03-18,CNHTC,SITRAK,29H57918,7
47219,2024-03-18,HYUNDAI,ACCENT,65E00174,4
47218,2024-03-18,KIA,,29H51062,5
47213,2024-03-18,HYUNDAI,TUCSON,73A11332,10
47212,2024-03-18,KIA,SELTOS,30K06920,4
47211,2024-03-18,CHENGLONG,H7,98H03151,14
47210,2024-03-18,MAZDA,BT50,66C14051,6
47209,2024-03-18,KIA,SOLUTO,75A29652,11
47208,2024-03-18,,,37R04127,4
47207,2024-03-18,SUZUKI,XL7,71E00114,6
47206,2024-03-18,CHENGLONG,H7,98R03185,84
47205,2024-03-18,MITSUBISHI,XPANDER,37A66261,4
47201,2024-03-18,CNHTC,SITRAK,98H04062,11
47199,2024-03-18,HYUNDAI,ACCENT,99A60344,4
47198,2024-03-18,SUZUKI,ERTIGA,60E00476,9
47197,2024-03-18,GAZ,,51E31557,4
47195,2024-03-18,MITSUBISHI,ATTRAGE,15K11029,4
47194,2024-03-18,CNHTC,HOWO,37H04634,4
47193,2024-03-18,HYUNDAI,I10,66A17142,6
47192,2024-03-18,HYUNDAI,ACCENT,84A08738,8
47191,2024-03-18,TOYOTA,CAMRY,30E64745,4
47190,2024-03-18,VINFAST,FADIL,30H42498,5
47189,2024-03-18,TOYOTA,CAMRY,30E36699,10
47188,2024-03-18,VEAM,,15H02403,4
47187,2024-03-18,MERCEDES-BENZ,MAYBACH,30H45789,4
47186,2024-03-18,KIA,K3,77A22227,4
47185,2024-03-18,HYUNDAI,ACCENT,50E02049,6
47184,2024-03-18,HYUNDAI,I10,81A23964,15
47183,2024-03-18,KIA,SONET,35A29397,4
47182,2024-03-18,JAC,,61H06421,19
47181,2024-03-18,HYUNDAI,ACCENT,65A32214,5
47180,2024-03-18,CNHTC,HOWO,75C12319,9
47179,2024-03-18,HYUNDAI,I10,88A44452,5
47178,2024-03-18,CHENGLONG,,20H01225,10
47177,2024-03-18,,,15R06143,4
47176,2024-03-18,HYUNDAI,ACCENT,81A20755,5
47175,2024-03-18,HONDA,CR-V,51H81119,4
47174,2024-03-18,TOYOTA,COROLLA CROSS,74A17514,4
47173,2024-03-18,MITSUBISHI,XPANDER,21A16253,10
47172,2024-03-18,FORD,RANGER,19C20930,4
47171,2024-03-18,KIA,SELTOS,89A36195,6
47170,2024-03-18,VINFAST,VF8,51K66856,8
47169,2024-03-18,TOYOTA,WIGO,67A19278,4
47168,2024-03-18,CHENGLONG,H7,36H04312,6
47167,2024-03-18,KIA,CERATO,98A27201,4
47166,2024-03-18,MG,5,61K20917,4
47161,2024-03-18,MITSUBISHI,XPANDER,93A38429,4
47160,2024-03-18,,,15R04276,12
47159,2024-03-18,TOYOTA,VIOS,65A32100,4
47158,2024-03-18,MAZDA,CX8,36A74990,7
47157,2024-03-18,TOYOTA,VIOS,15E00480,4
47156,2024-03-18,KIA,SELTOS,17A30117,5
47155,2024-03-18,MITSUBISHI,ATTRAGE,77A26263,6
47154,2024-03-18,HYUNDAI,I10,29E01361,7
47153,2024-03-18,HONDA,CITY,50E08824,5
47152,2024-03-18,MAZDA,CX30,18A27229,4
47151,2024-03-18,MAZDA,CX5,43A73327,6
47150,2024-03-18,MITSUBISHI,XPANDER,50E02988,13
47149,2024-03-18,MAZDA,3,30G17359,3
47148,2024-03-18,MITSUBISHI,XPANDER,49A57359,4
47165,2024-03-18,HINO,500,49H01486,4
47164,2024-03-18,TOYOTA,VIOS,18A35176,4
47163,2024-03-18,VINFAST,LUX A 2.0,86A19602,8
47162,2024-03-18,MAZDA,3,75A25017,6
47145,2024-03-18,MITSUBISHI,,95H00929,5
47144,2024-03-18,MITSUBISHI,XPANDER,99A49891,4
47143,2024-03-18,HYUNDAI,I10,61K19837,14
47142,2024-03-18,MITSUBISHI,TRITON,61C52675,7
47141,2024-03-18,HYUNDAI,ACCENT,69A10597,19
47140,2024-03-18,FORLAND,,12H01124,4
47139,2024-03-18,HYUNDAI,ELANTRA,51K59312,5
47138,2024-03-18,DONGFENG,,67H01914,18
47136,2024-03-18,FORD,EVEREST,61K21368,4
48687,2024-03-19,DAEWOO,,70H02661,4
48688,2024-03-19,HYUNDAI,ACCENT,70A30248,6
48689,2024-03-19,HONDA,CITY,51K12202,6
48690,2024-03-19,HYUNDAI,I10,85E00085,12
48691,2024-03-19,VINFAST,LUX SA 2.0,49A31445,7
48692,2024-03-19,SUZUKI,XL7,49E01082,5
48693,2024-03-19,HYUNDAI,I10,50E10629,6
48686,2024-03-19,SUZUKI,XL7,66A16636,11
48694,2024-03-19,MITSUBISHI,XPANDER,49A57435,9
48695,2024-03-19,MITSUBISHI,XPANDER,30H85479,5
48696,2024-03-19,VINFAST,FADIL,30H50211,6
48698,2024-03-19,TERACO,,63H02747,35
48702,2024-03-19,HYUNDAI,I10,62E00108,20
48703,2024-03-19,HYUNDAI,KONA,18A27038,6
48704,2024-03-19,CNHTC,HOWO,17C15901,14
48707,2024-03-19,HONDA,CITY,89A21760,4
48712,2024-03-19,HYUNDAI,KONA,18A27038,6
48713,2024-03-19,KIA,,64H01757,13
48714,2024-03-19,SUZUKI,,12C08742,10
48715,2024-03-19,HYUNDAI,SANTAFE,30H51818,4
48722,2024-03-19,MITSUBISHI,TRITON,93C15386,4
48725,2024-03-19,FORD,RANGER,29C87656,5
48729,2024-03-19,MAZDA,3,51K10943,3
48730,2024-03-19,CHENGLONG,H7,93H00646,18
48734,2024-03-19,TOYOTA,VIOS,38A61237,6
48735,2024-03-19,HONDA,CITY,51H84390,4
48737,2024-03-19,KIA,THACO FRONTIER,63C16603,5
48738,2024-03-19,KIA,SELTOS,12A18153,11
48739,2024-03-19,CNHTC,HOWO,26H00756,4
48740,2024-03-19,TOYOTA,FORTUNER,68A22858,4
48742,2024-03-19,CHENGLONG,,73H00646,28
48743,2024-03-19,HYUNDAI,ACCENT,63E00212,7
48744,2024-03-19,HONDA,CITY,17A28741,5
48745,2024-03-19,KIA,SOLUTO,62A17800,5
48746,2024-03-19,MITSUBISHI,XPANDER,84E00232,4
48749,2024-03-19,VOLKSWAGEN,GOLF,18C12739,6
48750,2024-03-19,HYUNDAI,STARGAZER,18A34642,6
48751,2024-03-19,MITSUBISHI,XPANDER,60K28215,9
48752,2024-03-19,MG,HS,30G91901,12
48755,2024-03-19,NISSAN,NAVARA,24C11869,10
48756,2024-03-19,HYUNDAI,ACCENT,66A17172,5
48757,2024-03-19,MG,5,60K27083,4
48758,2024-03-19,FAW,,36C36802,26
48761,2024-03-19,HYUNDAI,I10,43A66841,4
48765,2024-03-19,HYUNDAI,,18H01332,6
48766,2024-03-19,MITSUBISHI,,88A58737,12
48768,2024-03-19,HYUNDAI,ACCENT,18A34989,6
48774,2024-03-19,HINO,,67C12248,7
48778,2024-03-19,HYUNDAI,ACCENT,74E00083,4
48780,2024-03-19,MITSUBISHI,XPANDER,51K62592,4
48783,2024-03-19,FORD,EVEREST,61K19161,5
48787,2024-03-19,HYUNDAI,ELANTRA,43A28491,5
48788,2024-03-19,VINFAST,FADIL,65A32106,5
48789,2024-03-19,MITSUBISHI,ATTRAGE,86E00367,5
48790,2024-03-19,FORD,RANGER,29D56075,7
48792,2024-03-19,BAIC,BEIJING X7,99A52187,6
48793,2024-03-19,INTERNATIONAL,,15C35981,14
48796,2024-03-19,KIA,OPTIMA,14A83621,5
48804,2024-03-19,KIA,,60K28256,6
48806,2024-03-19,MITSUBISHI,XPANDER,50E08571,10
48807,2024-03-19,VINFAST,LUX A 2.0,60A92391,5
48808,2024-03-19,MITSUBISHI,XPANDER,30K27083,4
48810,2024-03-19,MERCEDES-BENZ,GLE,30F36731,5
48812,2024-03-19,MAZDA,CX3,79A37965,4
48814,2024-03-19,TOYOTA,INNOVA,51H81835,14
48830,2024-03-19,SUZUKI,XL7,60K05672,10
48831,2024-03-19,FORD,EVEREST,51H89891,4
48836,2024-03-19,,,NA,4
48840,2024-03-19,MERCEDES-BENZ,C-CLASS,16S7554,13
48845,2024-03-19,FORD,RANGER,29H69052,6
48846,2024-03-19,,,NA,4
48847,2024-03-19,HYUNDAI,ELANTRA,86A24443,4
48848,2024-03-19,HYUNDAI,I10,77E00109,8
48849,2024-03-19,MITSUBISHI,XPANDER,83A12646,4
48850,2024-03-19,MITSUBISHI,TRITON,61C49850,7
48851,2024-03-19,KIA,SORENTO,51K07750,5
48852,2024-03-19,TOYOTA,VELOZ CROSS,75A30453,4
48853,2024-03-19,HONDA,CITY,88A57264,6
48854,2024-03-19,PORSCHE,MACAN,62A33339,4
48855,2024-03-19,HYUNDAI,STARGAZER,50E08721,4
48856,2024-03-19,CNHTC,SITRAK,19H00624,28
48857,2024-03-19,TOYOTA,RAIZE,75A30399,9
48858,2024-03-19,SUZUKI,ERTIGA,84A08554,5
48864,2024-03-19,MERCEDES-BENZ,C-CLASS,36S98766,33
48868,2024-03-19,HYUNDAI,STARGAZER,61K20332,4
48871,2024-03-19,HYUNDAI,ACCENT,69A11564,19
48874,2024-03-19,CHENGLONG,,19H02492,37
48875,2024-03-19,MERCEDES-BENZ,E-CLASS,30H55544,4
48879,2024-03-19,HYUNDAI,ACCENT,30H46608,6
48880,2024-03-19,HYUNDAI,ACCENT,77A27175,7
48881,2024-03-19,MG,ZS,74A17330,9
48882,2024-03-19,DONGFENG,,26H01082,15
48883,2024-03-19,MITSUBISHI,XPANDER,49A56650,7
48885,2024-03-19,JAC,,61H10533,6
48886,2024-03-19,,,NA,4
48887,2024-03-19,FOTON,,60C33162,7
48888,2024-03-19,KIA,SORENTO,81A33209,5
48889,2024-03-19,HINO,,50H35230,13
48890,2024-03-19,MAZDA,CX5,75A25350,6
48891,2024-03-19,KIA,SEDONA,49A56404,5
48892,2024-03-19,MITSUBISHI,ATTRAGE,75E00517,5
48898,2024-03-19,FOTON,,99C19800,5
48899,2024-03-19,MG,5,72A66276,12
48900,2024-03-19,TOYOTA,VIOS,62A26962,4
48901,2024-03-19,CNHTC,HOWO,75H00644,8
48902,2024-03-19,CNHTC,HOWO,81H01847,6
48903,2024-03-19,HINO,700,50RM01559,10
48908,2024-03-19,HINO,500,29H79889,14
